Acronym,Name,Download_Link
OPTIMAL,OPTImAL: An ontology for patient adherence modeling in physical activity domain,https://data.bioontology.org/ontologies/OPTIMAL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COVID-19,COVID-19 Ontology,https://data.bioontology.org/ontologies/COVID-19/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TCDO,Traditional Chinese Drug Ontology,https://data.bioontology.org/ontologies/TCDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OOEVV,Ontology of Experimental Variables and Values,https://data.bioontology.org/ontologies/OOEVV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NIFSTD,Neuroscience Information Framework (NIF) Standard Ontology,https://data.bioontology.org/ontologies/NIFSTD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AI-RHEUM,Artificial Intelligence Rheumatology Consultant System Ontology,https://data.bioontology.org/ontologies/AI-RHEUM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AMPHX,The Amphioxus Development and Anatomy Ontology,https://data.bioontology.org/ontologies/AMPHX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IDO-COVID-19,The COVID-19 Infectious Disease Ontology,https://data.bioontology.org/ontologies/IDO-COVID-19/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTRISCAL,Ontology of Risk Stratification in Mental Health,https://data.bioontology.org/ontologies/ONTRISCAL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DIAB,BioMedBridges Diabetes Ontology,https://data.bioontology.org/ontologies/DIAB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DFO,Databank Family Ontology,https://data.bioontology.org/ontologies/DFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BRCT,Brain Region & Cell Type terminology,https://data.bioontology.org/ontologies/BRCT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CTGO,Clinical Trials Gov Ontology,https://data.bioontology.org/ontologies/CTGO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BMONT,The Biomarker Ontology,https://data.bioontology.org/ontologies/BMONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GENDER,Gender Identity,https://data.bioontology.org/ontologies/GENDER/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ACESO,Adverse Childhood Experiences Ontology,https://data.bioontology.org/ontologies/ACESO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CRYOEM,Cryo Electron Microscopy,https://data.bioontology.org/ontologies/CRYOEM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HIVMT,HIVMutation,https://data.bioontology.org/ontologies/HIVMT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ETHANC,ETHANC,https://data.bioontology.org/ontologies/ETHANC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PROVO,Provenance Ontology,https://data.bioontology.org/ontologies/PROVO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DSIPFL7,DSIP_Fieldlab_7,https://data.bioontology.org/ontologies/DSIPFL7/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICD10CM,"International Classification of Diseases, Version 10 - Clinical Modification",https://data.bioontology.org/ontologies/ICD10CM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NANDO,Nanbyo Disease Ontology,https://data.bioontology.org/ontologies/NANDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PLOSTHES,PLOS Thesaurus,https://data.bioontology.org/ontologies/PLOSTHES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GEO,Geographical Entity Ontology,https://data.bioontology.org/ontologies/GEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GO-PLUS,go-plus,https://data.bioontology.org/ontologies/GO-PLUS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
WEAR,WEAR: Wind Energy mAteRials Taxonomy,https://data.bioontology.org/ontologies/WEAR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DATACITE-VOCAB,DATACITE V4.4,https://data.bioontology.org/ontologies/DATACITE-VOCAB/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODANA-MIGRANTS,VODANA MIGRANTS VOCABULARY,https://data.bioontology.org/ontologies/VODANA-MIGRANTS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MINERAL,Material Mineral,https://data.bioontology.org/ontologies/MINERAL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CIO,Confidence Information Ontology,https://data.bioontology.org/ontologies/CIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CKDO,Chronic Kidney Disease Ontology,https://data.bioontology.org/ontologies/CKDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HDMPONTO,HierarchicalDMProcessOnto,https://data.bioontology.org/ontologies/HDMPONTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONSTR,Ontology for Newborn Screening Follow-up and Translational Research,https://data.bioontology.org/ontologies/ONSTR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HCODONONT,HGeneCodonOntology,https://data.bioontology.org/ontologies/HCODONONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VODANACOVID,VODANA-COVIDTERMS,https://data.bioontology.org/ontologies/VODANACOVID/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TEST_A,TEST_A,https://data.bioontology.org/ontologies/TEST_A/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PCALION,Prostate Cancer Lifestyle Ontology,https://data.bioontology.org/ontologies/PCALION/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HCPCS,Healthcare Common Procedure Coding System,https://data.bioontology.org/ontologies/HCPCS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MONO,Monogenean Ontology,https://data.bioontology.org/ontologies/MONO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MACROALGAETRAITS,Macroalgae Traits Thesaurus,https://data.bioontology.org/ontologies/MACROALGAETRAITS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MOSAIC,The MOSAiC Ontology,https://data.bioontology.org/ontologies/MOSAIC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BCTEO,Bone and Cartilage Tissue Engineering Ontology,https://data.bioontology.org/ontologies/BCTEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PEO,Parasite Experiment Ontology,https://data.bioontology.org/ontologies/PEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TRIAGE,Nurse triage,https://data.bioontology.org/ontologies/TRIAGE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OBIWS,Bioinformatics Web Service Ontology,https://data.bioontology.org/ontologies/OBIWS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHIPO,Pathogen Host Interaction Phenotype Ontology,https://data.bioontology.org/ontologies/PHIPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SOCPRES,Social Prescribing Ontology,https://data.bioontology.org/ontologies/SOCPRES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MCR_TX,MultiCaRe Taxonomy,https://data.bioontology.org/ontologies/MCR_TX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SP_ONTOLOGY,SmartPITeS Proyect Ontology for Complex Chronic Patients,https://data.bioontology.org/ontologies/SP_ONTOLOGY/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOPARON_SOCIAL,"Ontology of amyotrophic  lateral sclerosis, social module",https://data.bioontology.org/ontologies/ONTOPARON_SOCIAL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MCRO,Model Card Report Ontology,https://data.bioontology.org/ontologies/MCRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SITBAC,Situation-Based Access Control Ontology,https://data.bioontology.org/ontologies/SITBAC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PAE,Plant Anatomy,https://data.bioontology.org/ontologies/PAE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NDDO,Neurodegenerative Disease Data Ontology,https://data.bioontology.org/ontologies/NDDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NDDF,National Drug Data File,https://data.bioontology.org/ontologies/NDDF/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OPD-NAMBOBI,SELECTED OTHER PRIORITY DISEASES UNDER IDSR (INTEGRATED DISEASE SURVEILLANCE AND RESPONSES),https://data.bioontology.org/ontologies/OPD-NAMBOBI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SCDO,Sickle Cell Disease Ontology,https://data.bioontology.org/ontologies/SCDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LBO,Livestock Breed Ontology,https://data.bioontology.org/ontologies/LBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LUNGMAP-MOUSE,Anatomic Ontology for Mouse Lung Maturation,https://data.bioontology.org/ontologies/LUNGMAP-MOUSE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SCO,Study Cohort Ontology,https://data.bioontology.org/ontologies/SCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BDO,Bone Dysplasia Ontology,https://data.bioontology.org/ontologies/BDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CANCO,Cancer Chemoprevention Ontology,https://data.bioontology.org/ontologies/CANCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INCENTIVE,INCENTIVE Community Controlled Vocabulary,https://data.bioontology.org/ontologies/INCENTIVE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOPSYCHIA,"OntoPsychia, social module",https://data.bioontology.org/ontologies/ONTOPSYCHIA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ML_MCR_TX,MultiCaRe Taxonomy (ML Labels),https://data.bioontology.org/ontologies/ML_MCR_TX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DINTO,The Drug-Drug Interactions Ontology,https://data.bioontology.org/ontologies/DINTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NIHSS,National Institutes of Health Stroke Scale Ontology,https://data.bioontology.org/ontologies/NIHSS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OPL,Ontology for Parasite LifeCycle,https://data.bioontology.org/ontologies/OPL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APO,Ascomycete Phenotype Ontology,https://data.bioontology.org/ontologies/APO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MPATH,Mouse Pathology Ontology,https://data.bioontology.org/ontologies/MPATH/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MMUSDV,Mouse Developmental Stages,https://data.bioontology.org/ontologies/MMUSDV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
VTO,Vertebrate Taxonomy Ontology,https://data.bioontology.org/ontologies/VTO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ROS,Radiation Oncology Structures Ontology,https://data.bioontology.org/ontologies/ROS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ALLERGYDETECTOR,Allergy Detector II,https://data.bioontology.org/ontologies/ALLERGYDETECTOR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MHCRO,MHC Restriction Ontology,https://data.bioontology.org/ontologies/MHCRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GENO,Genotype Ontology,https://data.bioontology.org/ontologies/GENO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DCO,Dispedia Core Ontology,https://data.bioontology.org/ontologies/DCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NHSQI2009,NHS Quality Indicators,https://data.bioontology.org/ontologies/NHSQI2009/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HORD,Holistic Ontology of Rare Diseases,https://data.bioontology.org/ontologies/HORD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HASCO,Human-Aware Science Ontology,https://data.bioontology.org/ontologies/HASCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MIAPA,MIAPA Ontology,https://data.bioontology.org/ontologies/MIAPA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ENVTHES,"Thesaurus for long-term ecological research, monitoring, experiments",https://data.bioontology.org/ontologies/ENVTHES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GEOSPARQL,GeoSPARQL,https://data.bioontology.org/ontologies/GEOSPARQL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MVAONT,Mosquito Vector Association Ontology with Biocontrol Agents,https://data.bioontology.org/ontologies/MVAONT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ROLEO,Role Ontology,https://data.bioontology.org/ontologies/ROLEO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LEGALAPATEST2,apalegal,https://data.bioontology.org/ontologies/LEGALAPATEST2/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MODSCI,Modern Science Ontology,https://data.bioontology.org/ontologies/MODSCI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OVAE,Ontology of Vaccine Adverse Events,https://data.bioontology.org/ontologies/OVAE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AGROCYMAC,Control y Monitoreo de afecciones en los cultivos,https://data.bioontology.org/ontologies/AGROCYMAC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GECCO,COVID-19 Common Datamodel,https://data.bioontology.org/ontologies/GECCO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LSFC,LSFC,https://data.bioontology.org/ontologies/LSFC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LSFO,Lifestyle Factor Ontology,https://data.bioontology.org/ontologies/LSFO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HMISLAB0115,HMIS LAB 011 5,https://data.bioontology.org/ontologies/HMISLAB0115/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PINO,Pregnancy Information Needs Ontology,https://data.bioontology.org/ontologies/PINO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FOBI,FOBI (Food-Biomarker Ontology),https://data.bioontology.org/ontologies/FOBI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MIO,Myocardial Infarction Ontology,https://data.bioontology.org/ontologies/MIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HSCLO38,Homo sapiens Chromosomal Location Ontology for GRCh38,https://data.bioontology.org/ontologies/HSCLO38/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LCGFT,Library of Congress Genre/Form Thesaurus for Library and Archival Materials,https://data.bioontology.org/ontologies/LCGFT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NOMEN,NOMEN - A nomenclatural ontology for biological names,https://data.bioontology.org/ontologies/NOMEN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INFRA-EN,Infrastructure,https://data.bioontology.org/ontologies/INFRA-EN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LEPAO,Lepidoptera Anatomy Ontology,https://data.bioontology.org/ontologies/LEPAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
KORO,Knowledge Object Reference Ontology,https://data.bioontology.org/ontologies/KORO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EO,Ethnicity Ontoloy,https://data.bioontology.org/ontologies/EO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EP,Cardiac Electrophysiology Ontology,https://data.bioontology.org/ontologies/EP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EOL,Environment Ontology for Livestock,https://data.bioontology.org/ontologies/EOL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BSAO,Botryllus schlosseri anatomy and development ontology,https://data.bioontology.org/ontologies/BSAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GAZ,Gazetteer,https://data.bioontology.org/ontologies/GAZ/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HUPSON,Human Physiology Simulation Ontology,https://data.bioontology.org/ontologies/HUPSON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FARMACI,FARMACI AIFA,https://data.bioontology.org/ontologies/FARMACI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TP4,Oualid,https://data.bioontology.org/ontologies/TP4/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AI,Artificial Intelligence,https://data.bioontology.org/ontologies/AI/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AO,Asthma Ontology,https://data.bioontology.org/ontologies/AO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
XLMOD,mass spectrometry cross-linking and derivatization reagents,https://data.bioontology.org/ontologies/XLMOD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SSE,Surgical Secondary Events,https://data.bioontology.org/ontologies/SSE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PGHD-BP,PGHD Auxillary - BP,https://data.bioontology.org/ontologies/PGHD-BP/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EVS,Exposure Value Set,https://data.bioontology.org/ontologies/EVS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INTVEETYPE,Interviewee Type,https://data.bioontology.org/ontologies/INTVEETYPE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HCDR,Homelessness and Clinical Data Recording,https://data.bioontology.org/ontologies/HCDR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
EMAPA,"Mouse gross anatomy and development, timed",https://data.bioontology.org/ontologies/EMAPA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
INVERSEROLES,ISO-15926-2_2003_inverseRoles,https://data.bioontology.org/ontologies/INVERSEROLES/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PREO,Presence Ontology,https://data.bioontology.org/ontologies/PREO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICDO,International Classification of Diseases Ontology,https://data.bioontology.org/ontologies/ICDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FALDO,Feature Annotation Location Description Ontology ,https://data.bioontology.org/ontologies/FALDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
I-ADOPT,I-ADOPT Framework Ontology,https://data.bioontology.org/ontologies/I-ADOPT/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HTN,Hypertension Ontology,https://data.bioontology.org/ontologies/HTN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
COID,Combined Ontology for Inflammatory Diseases,https://data.bioontology.org/ontologies/COID/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CHMO,Chemical Methods Ontology,https://data.bioontology.org/ontologies/CHMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MLTX,Machine Learning Methodology Taxonomy Mapping,https://data.bioontology.org/ontologies/MLTX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IDO,Infectious Disease Ontology,https://data.bioontology.org/ontologies/IDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
pseudo,Pseudogene,https://data.bioontology.org/ontologies/pseudo/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APOLLO-SV,Apollo Structured Vocabulary,https://data.bioontology.org/ontologies/APOLLO-SV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DERMLEX,Dermatology Lexicon,https://data.bioontology.org/ontologies/DERMLEX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
IBO,Imaging Biomarker Ontology,https://data.bioontology.org/ontologies/IBO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PHENX,PhenX Phenotypic Terms,https://data.bioontology.org/ontologies/PHENX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AGRO,AGRonomy Ontology,https://data.bioontology.org/ontologies/AGRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SMO,Syrian Movies Ontology,https://data.bioontology.org/ontologies/SMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
APASTATISTICAL,APA Statistical Cluster,https://data.bioontology.org/ontologies/APASTATISTICAL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
DCM,DICOM Controlled Terminology,https://data.bioontology.org/ontologies/DCM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ECAO,The Echinoderm Anatomy and Development Ontology,https://data.bioontology.org/ontologies/ECAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PARTUMDO,postpartum depression ontology,https://data.bioontology.org/ontologies/PARTUMDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
GRO,Gene Regulation Ontology,https://data.bioontology.org/ontologies/GRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MATRROCK,Material Rock,https://data.bioontology.org/ontologies/MATRROCK/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
STRONG,STress ONtoloGy,https://data.bioontology.org/ontologies/STRONG/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ADHER_INTCARE_EN,Adherence and Integrated Care,https://data.bioontology.org/ontologies/ADHER_INTCARE_EN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOPNEUMO,Ontology of Pneumology,https://data.bioontology.org/ontologies/ONTOPNEUMO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MIRO,Mosquito Insecticide Resistance,https://data.bioontology.org/ontologies/MIRO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MHC,Major Histocompatibility Complex Ontology,https://data.bioontology.org/ontologies/MHC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SCO_V1,Sustainability Core Ontology,https://data.bioontology.org/ontologies/SCO_V1/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ONTOPARON,"Ontology of Amyotrophic Lateral Sclerosis, all modules",https://data.bioontology.org/ontologies/ONTOPARON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ICD10,"International Classification of Diseases, Version 10",https://data.bioontology.org/ontologies/ICD10/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
SAO,Subcellular Anatomy Ontology,https://data.bioontology.org/ontologies/SAO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FLDLB3,FIELDLAB3_2023_2,https://data.bioontology.org/ontologies/FLDLB3/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
TRON,Tribolium Ontology,https://data.bioontology.org/ontologies/TRON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
KUSIIMA,naava,https://data.bioontology.org/ontologies/KUSIIMA/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
JERM,Just Enough Results Model Ontology,https://data.bioontology.org/ontologies/JERM/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NLN,NLighten Ontology,https://data.bioontology.org/ontologies/NLN/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
OCE,Ontology of Chemical Elements,https://data.bioontology.org/ontologies/OCE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CHEAR,Children's Health Exposure Analysis Resource,https://data.bioontology.org/ontologies/CHEAR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
BAO-GPCR,G Protein-Coupled Receptor BioAssays Ontology,https://data.bioontology.org/ontologies/BAO-GPCR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
CPTAC,CPTAC Proteomics Pipeline Infrastructure Ontology,https://data.bioontology.org/ontologies/CPTAC/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ORDO,Orphanet Rare Disease Ontology,https://data.bioontology.org/ontologies/ORDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PACO,Physical Activity Ontology,https://data.bioontology.org/ontologies/PACO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
HEIO,Regional Healthcare System Interoperability and Information Exchange Measurement Ontology,https://data.bioontology.org/ontologies/HEIO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ABD,Anthology of Biosurveillance Diseases,https://data.bioontology.org/ontologies/ABD/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
AFPO,African Population Ontology,https://data.bioontology.org/ontologies/AFPO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
FIX,Physico-Chemical Methods and Properties,https://data.bioontology.org/ontologies/FIX/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PAV,"PAV Provenance, Authoring and Versioning",https://data.bioontology.org/ontologies/PAV/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
NCCNEHR,NCCN EHR Oncology Categories,https://data.bioontology.org/ontologies/NCCNEHR/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
MSTDE,Minimal Standard Terminology of Digestive Endoscopy,https://data.bioontology.org/ontologies/MSTDE/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
M4M-20-SUBJECTS,M4M.20 FAIRWare Subjects,https://data.bioontology.org/ontologies/M4M-20-SUBJECTS/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
LUNGMAP_H_CELL,Cell Ontology for Human Lung Maturation,https://data.bioontology.org/ontologies/LUNGMAP_H_CELL/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PDON,Parkinson's Disease Ontology,https://data.bioontology.org/ontologies/PDON/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
PDO,Pathogenic Disease Ontology,https://data.bioontology.org/ontologies/PDO/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO639-1,ISO 639-1: Codes for the Representation of Names of Languages - Part 1: Two-letter codes for languages,https://data.bioontology.org/ontologies/ISO639-1/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
ISO639-2,ISO 639-2: Codes for the Representation of Names of Languages,https://data.bioontology.org/ontologies/ISO639-2/download?apikey=9ed4bd82-2693-427d-b060-c77751af765f&format=rdf
