title,id,keywords,description,url,sub classification,owl link,License URL,Record Count,,,,,,,,url
Mental State Assessment,ONL-MSA,,,https://bioportal.bioontology.org/ontologies/ONL-MSA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONL-MSA
CrossRef Funder Registry,XREF-FUNDER-REG,,,https://bioportal.bioontology.org/ontologies/XREF-FUNDER-REG,,,,,,,,,,,,https://data.bioontology.org/ontologies/XREF-FUNDER-REG
Drug Interaction Knowledge Base Ontology,DIKB,,,https://bioportal.bioontology.org/ontologies/DIKB,,,,,,,,,,,,https://data.bioontology.org/ontologies/DIKB
Human Developmental Stages Ontology,HSAPDV,,,https://bioportal.bioontology.org/ontologies/HSAPDV,,,,,,,,,,,,https://data.bioontology.org/ontologies/HSAPDV
EmpowerBP,EBP,,,https://bioportal.bioontology.org/ontologies/EBP,,,,,,,,,,,,https://data.bioontology.org/ontologies/EBP
MFO Mental Disease Ontology,MFOMD,,,https://bioportal.bioontology.org/ontologies/MFOMD,,,,,,,,,,,,https://data.bioontology.org/ontologies/MFOMD
The Oral Health and Disease Ontology,OHD,,,https://bioportal.bioontology.org/ontologies/OHD,,,,,,,,,,,,https://data.bioontology.org/ontologies/OHD
Early Pregnancy Ontology,EPO,,,https://bioportal.bioontology.org/ontologies/EPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/EPO
Zebrafish Developmental Stages,ZFS,,,https://bioportal.bioontology.org/ontologies/ZFS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ZFS
General Formal Ontology,GFO,,,https://bioportal.bioontology.org/ontologies/GFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GFO
SLEEP ontology,SLEEP,,,https://bioportal.bioontology.org/ontologies/SLEEP,,,,,,,,,,,,https://data.bioontology.org/ontologies/SLEEP
Head and Neck Cancer - Clinical and Gene Ontology,HENEGEO,,,https://bioportal.bioontology.org/ontologies/HENEGEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HENEGEO
UHC Metadata,UHC-METADATA,,,https://bioportal.bioontology.org/ontologies/UHC-METADATA,,,,,,,,,,,,https://data.bioontology.org/ontologies/UHC-METADATA
Functional Electrophysiology Nomenclature for Ion Channels,FENICS,,,https://bioportal.bioontology.org/ontologies/FENICS,,,,,,,,,,,,https://data.bioontology.org/ontologies/FENICS
VODANA-MIGRANTS-INTERVIEWS,VODANA-MI,,,https://bioportal.bioontology.org/ontologies/VODANA-MI,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANA-MI
"Environmental conditions, treatments and exposures ontology",ECTO,,,https://bioportal.bioontology.org/ontologies/ECTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ECTO
Mathematical Modelling Ontology,MAMO,,,https://bioportal.bioontology.org/ontologies/MAMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MAMO
Computer Retrieval of Information on Scientific Projects Thesaurus,CRISP,,,https://bioportal.bioontology.org/ontologies/CRISP,,,,,,,,,,,,https://data.bioontology.org/ontologies/CRISP
The Data Use Ontology,DUO,,,https://bioportal.bioontology.org/ontologies/DUO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DUO
Diabetes Mellitus Diagnosis and Support Ontology ,DMDSONT,,,https://bioportal.bioontology.org/ontologies/DMDSONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/DMDSONT
Monochrom,CHR,,,https://bioportal.bioontology.org/ontologies/CHR,,,,,,,,,,,,https://data.bioontology.org/ontologies/CHR
Chromatin Regulator Ontology,CHRO,,,https://bioportal.bioontology.org/ontologies/CHRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CHRO
Context and Measurement Ontology,COMO,,,https://bioportal.bioontology.org/ontologies/COMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/COMO
Multiplex Classification Ontology for the HyperKvasir Experiment,MCO4HKE,,,https://bioportal.bioontology.org/ontologies/MCO4HKE,,,,,,,,,,,,https://data.bioontology.org/ontologies/MCO4HKE
COPD Ontology,COPDO,,,https://bioportal.bioontology.org/ontologies/COPDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/COPDO
Experimental Conditions Ontology,XCO,,,https://bioportal.bioontology.org/ontologies/XCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/XCO
Cognitive Atlas Ontology,COGAT,,,https://bioportal.bioontology.org/ontologies/COGAT,,,,,,,,,,,,https://data.bioontology.org/ontologies/COGAT
HIVOntologymain.owl,HIVO004,,,https://bioportal.bioontology.org/ontologies/HIVO004,,,,,,,,,,,,https://data.bioontology.org/ontologies/HIVO004
Microbial Conditions Ontology,MCO,,,https://bioportal.bioontology.org/ontologies/MCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MCO
Plant Breeding Ontology,PBO,,,https://bioportal.bioontology.org/ontologies/PBO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PBO
HUGO Gene Nomenclature,HGNC,,,https://bioportal.bioontology.org/ontologies/HGNC,,,,,,,,,,,,https://data.bioontology.org/ontologies/HGNC
The Prescription of Drugs Ontology,PDRO,,,https://bioportal.bioontology.org/ontologies/PDRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PDRO
NanoParticle Ontology,NPO,,,https://bioportal.bioontology.org/ontologies/NPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NPO
Cell Culture Ontology,CCONT,,,https://bioportal.bioontology.org/ontologies/CCONT,,,,,,,,,,,,https://data.bioontology.org/ontologies/CCONT
VODAN ANC Vocabulary ,VODAN_ANC,,,https://bioportal.bioontology.org/ontologies/VODAN_ANC,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODAN_ANC
Environment Ontology,ENVO,,,https://bioportal.bioontology.org/ontologies/ENVO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ENVO
Guideline Provenance,G-PROV,,,https://bioportal.bioontology.org/ontologies/G-PROV,,,,,,,,,,,,https://data.bioontology.org/ontologies/G-PROV
Brain Tumour Ontology,BTO_ONTOLOGY,,,https://bioportal.bioontology.org/ontologies/BTO_ONTOLOGY,,,,,,,,,,,,https://data.bioontology.org/ontologies/BTO_ONTOLOGY
Cell Line Ontology [by Mahadevan],MCCL,,,https://bioportal.bioontology.org/ontologies/MCCL,,,,,,,,,,,,https://data.bioontology.org/ontologies/MCCL
Microbial Culture Collection Vocabulary,MCCV,,,https://bioportal.bioontology.org/ontologies/MCCV,,,,,,,,,,,,https://data.bioontology.org/ontologies/MCCV
Large Language Model Ontology,BLLM,,,https://bioportal.bioontology.org/ontologies/BLLM,,,,,,,,,,,,https://data.bioontology.org/ontologies/BLLM
Dementia-Related Psychotic Symptoms Non-Pharmacological Treatment Ontology,DRPSNPTO,,,https://bioportal.bioontology.org/ontologies/DRPSNPTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DRPSNPTO
GOLD Ecosystem Classification,GOLDTERMS,,,https://bioportal.bioontology.org/ontologies/GOLDTERMS,,,,,,,,,,,,https://data.bioontology.org/ontologies/GOLDTERMS
Enzyme Reaction Ontology for annotating Partial Information of chemical transformation,PIERO,,,https://bioportal.bioontology.org/ontologies/PIERO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PIERO
Fernald Community Cohort N,FCC1,,,https://bioportal.bioontology.org/ontologies/FCC1,,,,,,,,,,,,https://data.bioontology.org/ontologies/FCC1
Fern Ontology,FO,,,https://bioportal.bioontology.org/ontologies/FO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FO
FAIR Genomes,FG,,,https://bioportal.bioontology.org/ontologies/FG,,,,,,,,,,,,https://data.bioontology.org/ontologies/FG
Venom Ontology,CU-VO,,,https://bioportal.bioontology.org/ontologies/CU-VO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CU-VO
SATO (IDEAS expAnded wiTh BCIO): workflow for designers of patient-centered mobile health behaviour change intervention applications,SATO,,,https://bioportal.bioontology.org/ontologies/SATO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SATO
OSIRIS-REx sample type,OREX-SAM,,,https://bioportal.bioontology.org/ontologies/OREX-SAM,,,,,,,,,,,,https://data.bioontology.org/ontologies/OREX-SAM
World Health Organization (WHO) Adverse Reaction Terminology,WHO-ART,,,https://bioportal.bioontology.org/ontologies/WHO-ART,,,,,,,,,,,,https://data.bioontology.org/ontologies/WHO-ART
C. elegans Development Vocabulary,WB-LS,,,https://bioportal.bioontology.org/ontologies/WB-LS,,,,,,,,,,,,https://data.bioontology.org/ontologies/WB-LS
Spinal Cord Injury Ontology,SCIO,,,https://bioportal.bioontology.org/ontologies/SCIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/SCIO
alzhaimer dessiese main factors,ADMF,,,https://bioportal.bioontology.org/ontologies/ADMF,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADMF
Alzheimer Disease Map Ontology,ADMO,,,https://bioportal.bioontology.org/ontologies/ADMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADMO
RNRMU,RNRMU,,,https://bioportal.bioontology.org/ontologies/RNRMU,,,,,,,,,,,,https://data.bioontology.org/ontologies/RNRMU
eDEM-Connect: Ontology of Dementia-related Agitation and Relationship between Informal Caregivers and Persons with Dementia,EDEM-CONNECTONTO,,,https://bioportal.bioontology.org/ontologies/EDEM-CONNECTONTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/EDEM-CONNECTONTO
Crop Ontology,CO,,,https://bioportal.bioontology.org/ontologies/CO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CO
Coping Strategies for Adverse Drug Events Ontology,CS,,,https://bioportal.bioontology.org/ontologies/CS,,,,,,,,,,,,https://data.bioontology.org/ontologies/CS
computer network,CN,,,https://bioportal.bioontology.org/ontologies/CN,,,,,,,,,,,,https://data.bioontology.org/ontologies/CN
Cell Ontology,CL,,,https://bioportal.bioontology.org/ontologies/CL,,,,,,,,,,,,https://data.bioontology.org/ontologies/CL
GO FAIR M4M,GFF-M4M,,,https://bioportal.bioontology.org/ontologies/GFF-M4M,,,,,,,,,,,,https://data.bioontology.org/ontologies/GFF-M4M
Physician Data Query,PDQ,,,https://bioportal.bioontology.org/ontologies/PDQ,,,,,,,,,,,,https://data.bioontology.org/ontologies/PDQ
Compositional Dietary Nutrition Ontology,CDNO,,,https://bioportal.bioontology.org/ontologies/CDNO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CDNO
Plant Diversity Ontology,PDO_CAS,,,https://bioportal.bioontology.org/ontologies/PDO_CAS,,,,,,,,,,,,https://data.bioontology.org/ontologies/PDO_CAS
Maize Gross Anatomy Ontology,ZEA,,,https://bioportal.bioontology.org/ontologies/ZEA,,,,,,,,,,,,https://data.bioontology.org/ontologies/ZEA
Enzyme Mechanism Ontology,EMO,,,https://bioportal.bioontology.org/ontologies/EMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/EMO
Comparative Data Analysis Ontology,CDAO,,,https://bioportal.bioontology.org/ontologies/CDAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CDAO
Toxic Process Ontology,TXPO,,,https://bioportal.bioontology.org/ontologies/TXPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/TXPO
"Quantities, Units, Dimensions and Types (QUDT Version 2.1)",QUDT2-1,,,https://bioportal.bioontology.org/ontologies/QUDT2-1,,,,,,,,,,,,https://data.bioontology.org/ontologies/QUDT2-1
Cancer Research and Management ACGT Master Ontology,ACGT-MO,,,https://bioportal.bioontology.org/ontologies/ACGT-MO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ACGT-MO
Kinetic Simulation Algorithm Ontology,KISAO,,,https://bioportal.bioontology.org/ontologies/KISAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/KISAO
Resource of Asian Primary Immunodeficiency Diseases (RAPID) Phenotype Ontology,RPO,,,https://bioportal.bioontology.org/ontologies/RPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/RPO
Syrian Cinema,SYRIAN-CINEMA,,,https://bioportal.bioontology.org/ontologies/SYRIAN-CINEMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/SYRIAN-CINEMA
Pathway Terminology System,PTS,,,https://bioportal.bioontology.org/ontologies/PTS,,,,,,,,,,,,https://data.bioontology.org/ontologies/PTS
Exercise Medicine Ontology,EXMO,,,https://bioportal.bioontology.org/ontologies/EXMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/EXMO
MedlinePlus Health Topics,MEDLINEPLUS,,,https://bioportal.bioontology.org/ontologies/MEDLINEPLUS,,,,,,,,,,,,https://data.bioontology.org/ontologies/MEDLINEPLUS
Liver Case Ontology (LiCO),LICO,,,https://bioportal.bioontology.org/ontologies/LICO,,,,,,,,,,,,https://data.bioontology.org/ontologies/LICO
Minimal Anatomical Terminology,MAT,,,https://bioportal.bioontology.org/ontologies/MAT,,,,,,,,,,,,https://data.bioontology.org/ontologies/MAT
Material,MATR,,,https://bioportal.bioontology.org/ontologies/MATR,,,,,,,,,,,,https://data.bioontology.org/ontologies/MATR
mini fast test,MINI-FAST-1,,,https://bioportal.bioontology.org/ontologies/MINI-FAST-1,,,,,,,,,,,,https://data.bioontology.org/ontologies/MINI-FAST-1
Neural Motor Recovery Ontology,NEUMORE,,,https://bioportal.bioontology.org/ontologies/NEUMORE,,,,,,,,,,,,https://data.bioontology.org/ontologies/NEUMORE
Fungal Gross Anatomy Ontology,FAO,,,https://bioportal.bioontology.org/ontologies/FAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FAO
PaN Experimental technique,PANET,,,https://bioportal.bioontology.org/ontologies/PANET,,,,,,,,,,,,https://data.bioontology.org/ontologies/PANET
ENVS variables,ENVS_VARIABLES,,,https://bioportal.bioontology.org/ontologies/ENVS_VARIABLES,,,,,,,,,,,,https://data.bioontology.org/ontologies/ENVS_VARIABLES
SNOMED CT,SNOMEDCT,,,https://bioportal.bioontology.org/ontologies/SNOMEDCT,,,,,,,,,,,,https://data.bioontology.org/ontologies/SNOMEDCT
Horridge Test Ontology,HTO,,,https://bioportal.bioontology.org/ontologies/HTO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HTO
Fitbit Vocabularies ,FIT_BIT,,,https://bioportal.bioontology.org/ontologies/FIT_BIT,,,,,,,,,,,,https://data.bioontology.org/ontologies/FIT_BIT
International Classification of Wellness,ICW,,,https://bioportal.bioontology.org/ontologies/ICW,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICW
OriGinal Chemical Ontology,OGCO,,,https://bioportal.bioontology.org/ontologies/OGCO,,,,,,,,,,,,https://data.bioontology.org/ontologies/OGCO
Ocular Immune-Mediated Inflammatory Diseases Ontology,OCIMIDO,,,https://bioportal.bioontology.org/ontologies/OCIMIDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/OCIMIDO
VODANAINSNAMES,INSNAME,,,https://bioportal.bioontology.org/ontologies/INSNAME,,,,,,,,,,,,https://data.bioontology.org/ontologies/INSNAME
OntoRepliCov,ONTOREPLICOV,,,https://bioportal.bioontology.org/ontologies/ONTOREPLICOV,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONTOREPLICOV
NIDM-Results,NIDM-RESULTS,,,https://bioportal.bioontology.org/ontologies/NIDM-RESULTS,,,,,,,,,,,,https://data.bioontology.org/ontologies/NIDM-RESULTS
HIVCompoundRels,HIVCRS,,,https://bioportal.bioontology.org/ontologies/HIVCRS,,,,,,,,,,,,https://data.bioontology.org/ontologies/HIVCRS
Dependency Layered Ontology for Radiation Oncology,DLORO,,,https://bioportal.bioontology.org/ontologies/DLORO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DLORO
Genetic Feature Format Ontology,GFFO,,,https://bioportal.bioontology.org/ontologies/GFFO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GFFO
Spider Anatomy Ontology,SPD,,,https://bioportal.bioontology.org/ontologies/SPD,,,,,,,,,,,,https://data.bioontology.org/ontologies/SPD
NeuralReprogrammingOntology,NRO,,,https://bioportal.bioontology.org/ontologies/NRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/NRO
Robert Hoehndorf Version of MeSH,RH-MESH,,,https://bioportal.bioontology.org/ontologies/RH-MESH,,,,,,,,,,,,https://data.bioontology.org/ontologies/RH-MESH
Santa Barbara Coastal Observation Ontology,OBOE-SBC,,,https://bioportal.bioontology.org/ontologies/OBOE-SBC,,,,,,,,,,,,https://data.bioontology.org/ontologies/OBOE-SBC
Xenopus Phenotype Ontology,XPO,,,https://bioportal.bioontology.org/ontologies/XPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/XPO
"International Classification of Diseases, Version 9 - Clinical Modification",ICD9CM,,,https://bioportal.bioontology.org/ontologies/ICD9CM,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICD9CM
Interview Mode,INTVMODE,,,https://bioportal.bioontology.org/ontologies/INTVMODE,,,,,,,,,,,,https://data.bioontology.org/ontologies/INTVMODE
cohsi2study,COHSI2STUDY,,,https://bioportal.bioontology.org/ontologies/COHSI2STUDY,,,,,,,,,,,,https://data.bioontology.org/ontologies/COHSI2STUDY
FAST (Faceted Access of Subject Terminology) Chronological Facet,FAST-CHRONO,,,https://bioportal.bioontology.org/ontologies/FAST-CHRONO,,,,,,,,,,,,https://data.bioontology.org/ontologies/FAST-CHRONO
IndianBiodiversity,IBIO,,,https://bioportal.bioontology.org/ontologies/IBIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/IBIO
Adherence and Integrated Care in Spanish,ADHER_INTCARE_SP,,,https://bioportal.bioontology.org/ontologies/ADHER_INTCARE_SP,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADHER_INTCARE_SP
EDDA Study Designs Taxonomy,EDDA,,,https://bioportal.bioontology.org/ontologies/EDDA,,,,,,,,,,,,https://data.bioontology.org/ontologies/EDDA
CPT - Current Procedural Terminology,CPT,,,https://bioportal.bioontology.org/ontologies/CPT,,,,,,,,,,,,https://data.bioontology.org/ontologies/CPT
Placental Genetic Variance,PATGV,,,https://bioportal.bioontology.org/ontologies/PATGV,,,,,,,,,,,,https://data.bioontology.org/ontologies/PATGV
eNanoMapper,ENM,,,https://bioportal.bioontology.org/ontologies/ENM,,,,,,,,,,,,https://data.bioontology.org/ontologies/ENM
Dictyostelium Discoideum Phenotype Ontology,DDPHENO,,,https://bioportal.bioontology.org/ontologies/DDPHENO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DDPHENO
Epilepsy Semiology Ontology,ESO_C,,,https://bioportal.bioontology.org/ontologies/ESO_C,,,,,,,,,,,,https://data.bioontology.org/ontologies/ESO_C
Biomedical Resource Ontology,BRO,,,https://bioportal.bioontology.org/ontologies/BRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/BRO
HNS_Ontolgoy,HNS,,,https://bioportal.bioontology.org/ontologies/HNS,,,,,,,,,,,,https://data.bioontology.org/ontologies/HNS
Minimal Information about any Sequence Ontology,MIXS,,,https://bioportal.bioontology.org/ontologies/MIXS,,,,,,,,,,,,https://data.bioontology.org/ontologies/MIXS
Anatomical Therapeutic Chemical Classification,ATC,,,https://bioportal.bioontology.org/ontologies/ATC,,,,,,,,,,,,https://data.bioontology.org/ontologies/ATC
Molgula occulta Anatomy and Development Ontology,MOOCCUADO,,,https://bioportal.bioontology.org/ontologies/MOOCCUADO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MOOCCUADO
FISH Archaeological Sciences Thesaurus,FISH-AST,,,https://bioportal.bioontology.org/ontologies/FISH-AST,,,,,,,,,,,,https://data.bioontology.org/ontologies/FISH-AST
Microbial Phenotype Ontology,MPO,,,https://bioportal.bioontology.org/ontologies/MPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MPO
Cigarette Smoke Exposure Ontology,CSEO,,,https://bioportal.bioontology.org/ontologies/CSEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CSEO
BioPortal Metadata Ontology,BP-METADATA,,,https://bioportal.bioontology.org/ontologies/BP-METADATA,,,,,,,,,,,,https://data.bioontology.org/ontologies/BP-METADATA
Collembola Anatomy Ontology,CLAO,,,https://bioportal.bioontology.org/ontologies/CLAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CLAO
OntoBioStat,OBS,,,https://bioportal.bioontology.org/ontologies/OBS,,,,,,,,,,,,https://data.bioontology.org/ontologies/OBS
Intelligence Task Ontology,ITO,,,https://bioportal.bioontology.org/ontologies/ITO,,,,,,,,,,,,https://data.bioontology.org/ontologies/ITO
Hypertension-Ontology,HPO,,,https://bioportal.bioontology.org/ontologies/HPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/HPO
GeoSpecies Ontology,GEOSPECIES,,,https://bioportal.bioontology.org/ontologies/GEOSPECIES,,,,,,,,,,,,https://data.bioontology.org/ontologies/GEOSPECIES
Living Environment Ontology,LEO,,,https://bioportal.bioontology.org/ontologies/LEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/LEO
Mosquito Gross Anatomy Ontology,TGMA,,,https://bioportal.bioontology.org/ontologies/TGMA,,,,,,,,,,,,https://data.bioontology.org/ontologies/TGMA
"International Classification of Diseases, Version 10 - Procedure Coding System",ICD10PCS,,,https://bioportal.bioontology.org/ontologies/ICD10PCS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ICD10PCS
AdaLab ontology,ADALAB,,,https://bioportal.bioontology.org/ontologies/ADALAB,,,,,,,,,,,,https://data.bioontology.org/ontologies/ADALAB
Ontology of Genes and Genomes - Mouse,OGG-MM,,,https://bioportal.bioontology.org/ontologies/OGG-MM,,,,,,,,,,,,https://data.bioontology.org/ontologies/OGG-MM
Mapping of Epilepsy Ontologies,MEPO,,,https://bioportal.bioontology.org/ontologies/MEPO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MEPO
Arctic Report Card,ARCRC,,,https://bioportal.bioontology.org/ontologies/ARCRC,,,,,,,,,,,,https://data.bioontology.org/ontologies/ARCRC
Ontology for Nutritional Studies,ONS,,,https://bioportal.bioontology.org/ontologies/ONS,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONS
Clinical Signs and Symptoms Ontology,CSSO,,,https://bioportal.bioontology.org/ontologies/CSSO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CSSO
Disorders cluster,APADISORDERS,,,https://bioportal.bioontology.org/ontologies/APADISORDERS,,,,,,,,,,,,https://data.bioontology.org/ontologies/APADISORDERS
Semantic Web for Earth and Environment Technology Ontology,SWEET,,,https://bioportal.bioontology.org/ontologies/SWEET,,,,,,,,,,,,https://data.bioontology.org/ontologies/SWEET
Example Ontology,EO1,,,https://bioportal.bioontology.org/ontologies/EO1,,,,,,,,,,,,https://data.bioontology.org/ontologies/EO1
Virus Infectious Disease Ontology,VIDO,,,https://bioportal.bioontology.org/ontologies/VIDO,,,,,,,,,,,,https://data.bioontology.org/ontologies/VIDO
SatuSehatThesis,SATUSEHATTHESIS,,,https://bioportal.bioontology.org/ontologies/SATUSEHATTHESIS,,,,,,,,,,,,https://data.bioontology.org/ontologies/SATUSEHATTHESIS
Medical Web Lifestyle Aggregator,MWLA,,,https://bioportal.bioontology.org/ontologies/MWLA,,,,,,,,,,,,https://data.bioontology.org/ontologies/MWLA
FoodGroupNHNS,FGNHNS,,,https://bioportal.bioontology.org/ontologies/FGNHNS,,,,,,,,,,,,https://data.bioontology.org/ontologies/FGNHNS
May,M,,,https://bioportal.bioontology.org/ontologies/M,,,,,,,,,,,,https://data.bioontology.org/ontologies/M
mm,MM,,,https://bioportal.bioontology.org/ontologies/MM,,,,,,,,,,,,https://data.bioontology.org/ontologies/MM
Mental Functioning Ontology,MF,,,https://bioportal.bioontology.org/ontologies/MF,,,,,,,,,,,,https://data.bioontology.org/ontologies/MF
Molecular Interactions,MI,,,https://bioportal.bioontology.org/ontologies/MI,,,,,,,,,,,,https://data.bioontology.org/ontologies/MI
Mouse Adult Gross Anatomy Ontology,MA,,,https://bioportal.bioontology.org/ontologies/MA,,,,,,,,,,,,https://data.bioontology.org/ontologies/MA
Mammalian Phenotype Ontology,MP,,,https://bioportal.bioontology.org/ontologies/MP,,,,,,,,,,,,https://data.bioontology.org/ontologies/MP
Mass Spectrometry Ontology,MS,,,https://bioportal.bioontology.org/ontologies/MS,,,,,,,,,,,,https://data.bioontology.org/ontologies/MS
Microarray and Gene Expression Data Ontology,MO,,,https://bioportal.bioontology.org/ontologies/MO,,,,,,,,,,,,https://data.bioontology.org/ontologies/MO
Performed Music Ontology,PMO,,,https://bioportal.bioontology.org/ontologies/PMO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PMO
Ontology for Nutritional Epidemiology,ONE,,,https://bioportal.bioontology.org/ontologies/ONE,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONE
Biolink Model,BIOLINK,,,https://bioportal.bioontology.org/ontologies/BIOLINK,,,,,,,,,,,,https://data.bioontology.org/ontologies/BIOLINK
Functional Therapeutic Chemical Classification System,FTC,,,https://bioportal.bioontology.org/ontologies/FTC,,,,,,,,,,,,https://data.bioontology.org/ontologies/FTC
Fanconi Anemia Ontology,IFAR,,,https://bioportal.bioontology.org/ontologies/IFAR,,,,,,,,,,,,https://data.bioontology.org/ontologies/IFAR
Dataset processing,ONL-DP,,,https://bioportal.bioontology.org/ontologies/ONL-DP,,,,,,,,,,,,https://data.bioontology.org/ontologies/ONL-DP
Computer-Based Patient Record Ontology,CPRO,,,https://bioportal.bioontology.org/ontologies/CPRO,,,,,,,,,,,,https://data.bioontology.org/ontologies/CPRO
An Ontology for integration and interoperability of multi-aspect data of Protein food production chains,ALTPROTON,,,https://bioportal.bioontology.org/ontologies/ALTPROTON,,,,,,,,,,,,https://data.bioontology.org/ontologies/ALTPROTON
Invasion Biology Ontology,INBIO,,,https://bioportal.bioontology.org/ontologies/INBIO,,,,,,,,,,,,https://data.bioontology.org/ontologies/INBIO
Irabi kassim,IK,,,https://bioportal.bioontology.org/ontologies/IK,,,,,,,,,,,,https://data.bioontology.org/ontologies/IK
C. elegans Gross Anatomy Vocabulary,WB-BT,,,https://bioportal.bioontology.org/ontologies/WB-BT,,,,,,,,,,,,https://data.bioontology.org/ontologies/WB-BT
VODANAUGANDA,VODANAUGANDA,,,https://bioportal.bioontology.org/ontologies/VODANAUGANDA,,,,,,,,,,,,https://data.bioontology.org/ontologies/VODANAUGANDA
Prostate Cancer Ontology,PCAO,,,https://bioportal.bioontology.org/ontologies/PCAO,,,,,,,,,,,,https://data.bioontology.org/ontologies/PCAO
Terminology for the Description of Dynamics,TEDDY,,,https://bioportal.bioontology.org/ontologies/TEDDY,,,,,,,,,,,,https://data.bioontology.org/ontologies/TEDDY
Gene Ontology,GO,,,https://bioportal.bioontology.org/ontologies/GO,,,,,,,,,,,,https://data.bioontology.org/ontologies/GO
GlycanBind,GB,,,https://bioportal.bioontology.org/ontologies/GB,,,,,,,,,,,,https://data.bioontology.org/ontologies/GB
Influenza Ontology,FLU,,,https://bioportal.bioontology.org/ontologies/FLU,,,,,,,,,,,,https://data.bioontology.org/ontologies/FLU
MyOntoServiceFull_FallDetection,FALL,,,https://bioportal.bioontology.org/ontologies/FALL,,,,,,,,,,,,https://data.bioontology.org/ontologies/FALL
Drug Interaction and Evidence Ontology,DIDEO,,,https://bioportal.bioontology.org/ontologies/DIDEO,,,,,,,,,,,,https://data.bioontology.org/ontologies/DIDEO
Hierarchical Event Descriptors,HED,,,https://bioportal.bioontology.org/ontologies/HED,,,,,,,,,,,,https://data.bioontology.org/ontologies/HED
"Health Level Seven Reference Implementation Model, Version 3",HL7,,,https://bioportal.bioontology.org/ontologies/HL7,,,,,,,,,,,,https://data.bioontology.org/ontologies/HL7
REGN_GO,REGN_GO,,,https://bioportal.bioontology.org/ontologies/REGN_GO,,,,,,,,,,,,https://data.bioontology.org/ontologies/REGN_GO
