title,id,keywords,description,url,Sub classification,owl link,Working link,License URL,Record Count
Hypertension Ontology For Clinical Data,htn,,"An ontology for representing clinical data about hypertension, intended to support classification of patients according to various diagnostic guidelines",https://www.ebi.ac.uk/ols4/ontologies/htn,,,https://github.com/aellenhicks/htn_owl,,
Information Artifact Ontology (IAO),iao,,"The Information Artifact Ontology (IAO) is an ontology of information entities, originally driven by work by the OBI digital entity and realizable information entity branch.",https://www.ebi.ac.uk/ols4/ontologies/iao,,http://purl.obolibrary.org/obo/iao/2022-11-07/iao.owl,https://github.com/information-artifact-ontology/IAO/,,
ICEO: Ontology of Integrative and Conjugative Elements,iceo,,A biological ontology to standardize and integrate Integrative and Conjugative Element (ICE) information and to support computer-assisted reasoning.,https://www.ebi.ac.uk/ols4/ontologies/iceo,,,https://github.com/ontoice/ICEO,,
Informed Consent Ontology (ICO),ico,,The Informed Consent Ontology (ICO) is an ontology for the informed consent and informed consent process in the medical field.,https://www.ebi.ac.uk/ols4/ontologies/ico,,http://purl.obolibrary.org/obo/ico/releases/2025-03-15/ico.owl,https://github.com/ICO-ontology/ICO,,
Infectious Disease Ontology,ido,,"A set of interoperable ontologies that will together provide coverage of the infectious disease domain. IDO core is the upper-level ontology that hosts terms of general relevance across the domain, while extension ontologies host terms to specific to a particular part of the domain.",https://www.ebi.ac.uk/ols4/ontologies/ido,,http://purl.obolibrary.org/obo/ido/2017-11-03/ido.owl,http://www.bioontology.org/wiki/index.php/Infectious_Disease_Ontology,,
INO: Interaction Network Ontology,ino,,"he Interaction Network Ontology (INO) is an ontology in the domain of interactions and interaction networks. INO represents general and species-neutral types of interactions and interaction networks, and their related elements and relations. INO is a community-driven ontology, aligns with BFO, and is developed by following the OBO Foundry principles.",https://www.ebi.ac.uk/ols4/ontologies/ino,,,https://github.com/INO-ontology/ino,,
clinical LABoratory Ontology,labo,,LABO is an ontology of informational entities formalizing clinical laboratory tests prescriptions and reporting documents.,https://www.ebi.ac.uk/ols4/ontologies/labo,,http://purl.obolibrary.org/obo/labo/2021-06-08/labo.owl,https://github.com/OpenLHS/LABO,,
Lepidoptera Anatomy Ontology,lepao,,The Lepidoptera Anatomy Ontology contains terms used for describing the anatomy and phenotype of moths and butterflies in biodiversity research.,https://www.ebi.ac.uk/ols4/ontologies/lepao,,http://purl.obolibrary.org/obo/lepao/releases/2023-02-18/lepao.owl,https://github.com/insect-morphology/lepao,,
Mouse adult gross anatomy,ma,,A structured controlled vocabulary of the adult anatomy of the mouse (Mus).,https://www.ebi.ac.uk/ols4/ontologies/ma,,http://purl.obolibrary.org/obo/ma/releases/2017-02-07/ma.owl,https://github.com/obophenotype/mouse-anatomy-ontology,,
Medical Action Ontology,maxo,,"An ontology to represent medically relevant actions, procedures, therapies, interventions, and recommendations.",https://www.ebi.ac.uk/ols4/ontologies/maxo,,http://purl.obolibrary.org/obo/maxo/releases/2025-04-24/maxo.owl,https://github.com/monarch-initiative/MAxO,,
Microbial Conditions Ontology,mco,,Microbial Conditions Ontology is an ontology...,https://www.ebi.ac.uk/ols4/ontologies/mco,,http://purl.obolibrary.org/obo/mco/releases/2019-05-15/mco.owl,https://github.com/microbial-conditions-ontology/microbial-conditions-ontology,,
Model Card Report Ontology,mcro,,An ontology representing the structure of model card reports - reports that describe basic characteristics of machine learning models for the public and consumers.,https://www.ebi.ac.uk/ols4/ontologies/mcro,,http://purl.obolibrary.org/obo/2023-03-07/mcro.owl,https://github.com/UTHealth-Ontology/MCRO,,
Mental Functioning Ontology,mf,,The Mental Functioning Ontology is an overarching ontology for all aspects of mental functioning.,https://www.ebi.ac.uk/ols4/ontologies/mf,,http://purl.obolibrary.org/obo/MF/2022-07-19/MF.owl,https://github.com/jannahastings/mental-functioning-ontology,,
Emotion Ontology,mfoem,,"An ontology of affective phenomena such as emotions, moods, appraisals and subjective feelings.",https://www.ebi.ac.uk/ols4/ontologies/mfoem,,http://purl.obolibrary.org/obo/MFOEM/2025-06-16/MFOEM.owl,https://github.com/jannahastings/emotion-ontology,,
Mental Disease Ontology,mfomd,,The Mental Disease Ontology is developed to facilitate representation for all aspects of mental disease. It is an extension of the Ontology for General Medical Science (OGMS) and Mental Functioning Ontology (MF).,https://www.ebi.ac.uk/ols4/ontologies/mfomd,,http://purl.obolibrary.org/obo/MFOMD/2020-04-26/MFOMD.owl,https://github.com/jannahastings/mental-functioning-ontology,,
Molecular Interactions Controlled Vocabulary,mi,,A structured controlled vocabulary for the annotation of experiments concerned with protein-protein interactions.,https://www.ebi.ac.uk/ols4/ontologies/mi,,,https://github.com/HUPO-PSI/psi-mi-CV,,
Developing Mouse Brain Atlas Ontology,dmba,,An application ontology built by combining ontologised versions of the Allen Institute Developing Mouse Brain Atlas (DMBA) StructureGraph mapped to Uberon.,https://www.ebi.ac.uk/ols4/ontologies/dmba,,https://purl.brain-bican.org/ontology/dmbao/releases/2025-02-10/dmbao.owl,https://purl.brain-bican.org/ontology/dmbao,,
Mouse Brain Atlas Ontology,mba,,An application ontology built by combining ontologised versions of the Allen Institute Mouse Brain Atlas (MBA) StructureGraph mapped to Uberon.,https://www.ebi.ac.uk/ols4/ontologies/mba,,https://purl.brain-bican.org/ontology/mbao/releases/2025-04-17/mbao.owl,https://purl.brain-bican.org/ontology/mbao,,
