title,id,keywords,description,url,Sub classification,owl link,License URL,Estimated Classes,lov_page
SEAS Battery Ontology,seasb,"['IoT', 'Environment', 'Industry']",This ontology defines batteries and their state of charge ratio property.,https://w3id.org/seas/BatteryOntology,,,https://creativecommons.org/licenses/by/4.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/seasb
SEAS Building Ontology,seasbo,"['Society', 'Environment']","The SEAS Building ontology describes a taxonomy of buildings, building spaces, and rooms.

Some categorizations are based on the energy efficiency related to their insulation etc., although the actual values for classes depend the country specific regulations and geographical locations.

Other categorizations are based on occupancy and activities. There is no single accepted categorization available. This taxonomy uses some types selected from:

- International building occupancy based categories (USA)
- The Classification of Types of Constructions (EU)
- Finnish building categorization VTJ2000 (Finland)
- Wikipedia category page for Rooms: https://en.wikipedia.org/wiki/Category:Rooms",https://w3id.org/seas/BuildingOntology,,,https://creativecommons.org/licenses/by/4.0/,90,https://lov.linkeddata.es/dataset/lov/vocabs/seasbo
SEAS Device Ontology,seasd,"['IoT', 'Environment', 'Industry']",The SEAS Device ontology defines `seas:Device` as physical system that are designed to execute one or more procedures that involve the physical world.,https://w3id.org/seas/DeviceOntology,,,https://creativecommons.org/licenses/by/4.0/,70,https://lov.linkeddata.es/dataset/lov/vocabs/seasd
SEAS Forecasting Ontology,seasfo,"['IoT', 'Environment']",The SEAS Forecasting ontology extends the [Procedure Execution ontology (PEP)](https://w3id.org/pep/),https://w3id.org/seas/ForecastingOntology,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/seasfo
SEAS Time Ontology,seast,"['Time', 'IoT', 'Environment', 'Industry']","This ontology defines:
- a set of subclasses of `seas:Evaluation` to better interpret evaluations of quantifiable properties.
- a set of sub properties of `seas:hasProperty` to qualify time-related properties.",https://w3id.org/seas/TimeOntology,,,https://creativecommons.org/licenses/by/4.0/,60,https://lov.linkeddata.es/dataset/lov/vocabs/seast
SEAS Trading Ontology,seasto,"['Environment', 'Industry', 'Services']","The Seas Trading Ontology defines concepts and relations to describe ownership, trading, bilateral contracts and market licenses:

- players own systems and trade commodities, which have a price;
- bilateral electricity contracts are connections between electricity traders at which they exchange
electricity;
- electricity markets are connections between electricity traders at which they exchange electricity,
using a market license;
- electricity markets can be cleared, and balanced;
- evaluations can have a traded volume validity context",https://w3id.org/seas/TradingOntology,,,https://creativecommons.org/licenses/by/4.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/seasto
Security Toolbox Main Ontology,security,['Security'],A security ontology to annotate resources with security-related information,http://securitytoolbox.appspot.com/securityMain,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/security
SEM (Semantic Web for Earth and Environmental Terminology),sem,['Events'],"The SEM Ontology defines entities that make up the context of an event: Events, Actors, Places, Times.",http://semanticweb.cs.vu.nl/2009/11/sem/,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/sem
Lingvoj Semio Ontology,semio,['Vocabularies'],A vocabulary to describe signs in a semiotic approach,http://www.lingvoj.org/semio.rdf,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/semio
Semiotics Ontology (ODP),semiotics,"['Metadata', 'General & Upper']","A content ontology pattern that encodes a basic semiotic theory, by reusing the situation pattern. The basic classes are: Expression, Meaning, Reference (the semiotic triangle), LinguisticAct (for the pragmatics), and Agent.
A linguistic act is said to be context for expressions, with their meanings and references, and agents involved.
Based on this pattern, several specific linguistic acts, such as 'tagging', 'translating', 'defining', 'formalizing', etc. can be defined, so constituting a formal vocabulary for a pragmatic web.",http://www.ontologydesignpatterns.org/cp/owl/semiotics.owl,,,https://creativecommons.org/licenses/by/3.0/,40,https://lov.linkeddata.es/dataset/lov/vocabs/semiotics
Semantic Surfer Ontology,semsur,['Methods'],"SemSur, the Semantic Survey Ontology, is a core ontology for describing individual research problems, approaches, implementations and evaluations in a structured, comparable way.",http://purl.org/SemSur/,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/semsur
SEO Ontology,seo,"['Academy', 'Events']","The vocabulary allows for the description of data about scientific events such as conferences, symposiums and workshops.",https://w3id.org/seo,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/seo
Sequence Ontology (ODP),seq,['Support'],"Intended to represent sequence schemas. It defines the notion of transitive and intransitive precedence and their inverses.  It can then be used between tasks, processes, time intervals, spatially locate objects, situations, etc.",http://www.ontologydesignpatterns.org/cp/owl/sequence.owl,,,https://creativecommons.org/licenses/by/3.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/seq
YANG Server Ontology,server,['API'],"Ontology that defines core concepts for representing YANG servers, including connection details and the available YANG datastores, along with operations for retrieving YANG data from a YANG server. The goal of this ontology is to enable the declarative and abstract of the interactions with YANG servers for monitoring and configuration purposes. In this sense, the ontology can become the basis for building a knowledge graph from YANG data obtained from YANG servers.",https://w3id.org/yang/server#,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/server
Service Ontology,service,['Services'],A micro-ontology that defines the general concept of a service.,http://purl.org/ontology/service,,http://dini-ag-kim.github.io/service-ontology/service.ttl,Not Specified,55,https://lov.linkeddata.es/dataset/lov/vocabs/service
Simple Features Ontology (GeoSPARQL),sf,['Geometry'],"A specification of GeoSPARQL for simple features geometries (points, lines, polygons ...)",http://www.opengis.net/ont/sf,,,https://creativecommons.org/licenses/by/4.0/,70,https://lov.linkeddata.es/dataset/lov/vocabs/sf
SHACL (Shapes Constraint Language),sh,"['W3C Rec', 'Quality']","This vocabulary defines terms used in SHACL, the W3C Shapes Constraint Language.",http://www.w3.org/ns/shacl#,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,45,https://lov.linkeddata.es/dataset/lov/vocabs/sh
Shoah Ontology,shoah,['People'],"The ontology describing the Shoah domain, proposed here in beta version, aims to formally describe concepts and relationships that characterize the process of persecution and deportation of Jews in Italy between 1943 and 1945.",http://dati.cdec.it/lod/shoah/,,,Not Specified,60,https://lov.linkeddata.es/dataset/lov/vocabs/shoah
Smart Home Weather Ontology,shw,"['Environment', 'IoT']",An ontology defining weather-related concepts and properties being relevant to smart home systems that provide predictive control.,http://paul.staroch.name/thesis/SmartHomeWeather.owl#,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/shw
Similarity Ontology,sim,['Support'],"An ontology to describe associations between things. Although this ontology was designed with music similarity in mind, it can readily be applied to other domains.",http://purl.org/ontology/similarity/,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/sim
Simulation Ontology,simu,['General & Upper'],"This ontology was designed to conceptualize symbolic meanings following Baudrillard's Simulacra and Simulation theory. Symbols, their meaning, the context in which the symbolic meaning (or simulation) exists and the source of the simulation are linked to a N-ary Simulation Class.",https://www.w3id.org/simulation/ontology/,,,https://creativecommons.org/licenses/by/4.0/,80,https://lov.linkeddata.es/dataset/lov/vocabs/simu
Semanticscience Integrated Ontology (SIO),sio,['Biology'],"The semanticscience integrated ontology (SIO) provides a simple, integrated ontology (types, relations) for objects, processes and their attributes. This project provides foundational support for the Bio2RDF (http://bio2rdf.org) and SADI (http://sadiframework.org) projects.",http://semanticscience.org/ontology/sio.owl,,,https://creativecommons.org/licenses/by/3.0/,150,https://lov.linkeddata.es/dataset/lov/vocabs/sio
SIOC (Semantically-Interlinked Online Communities) Ontology,sioc,['Society'],SIOC is an ontology for describing the information in online communities.,http://rdfs.org/sioc/ns#,,,https://creativecommons.org/licenses/by/3.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/sioc
Situation Ontology (ODP),situ,['Events'],"A pattern to represent contexts or situations, and the things that are contextualized.",http://www.ontologydesignpatterns.org/cp/owl/situation.owl,,,https://creativecommons.org/licenses/by/3.0/,40,https://lov.linkeddata.es/dataset/lov/vocabs/situ
SKOS Core Vocabulary,skos,['W3C Rec'],The Simple Knowledge Organization System (SKOS) is a common data model for sharing and linking knowledge organization systems via the Semantic Web.,http://www.w3.org/2004/02/skos/core,,http://www.w3.org/2009/08/skos-reference/skos.rdf,https://www.w3.org/Consortium/Legal/2015/copyright-software,55,https://lov.linkeddata.es/dataset/lov/vocabs/skos
SKOS-XL Vocabulary,skosxl,['W3C Rec'],"SKOS-XL defines an extension for the Simple Knowledge Organization System, providing additional support for describing and linking lexical entities.",http://www.w3.org/2008/05/skos-xl,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,45,https://lov.linkeddata.es/dataset/lov/vocabs/skosxl
CIM Smart Grid Ontology,smg,['Industry'],"A Profile of the IEC Common Information Model for Smart Grids, developed by the Cerise-SG project.",http://ns.cerise-project.nl/energy/def/cim-smartgrid,,http://ns.cerise-project.nl/energy/def/cim-smartgrid.owl,Not Specified,90,https://lov.linkeddata.es/dataset/lov/vocabs/smg
SNARM Ontology,snarm,['API'],This ontology is designed for representing access rights within a simple network of associated users/groups,http://rdf.myexperiment.org/ontologies/snarm/,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/snarm
Solid Terms Ontology,solid,"['Services', 'General & Upper']",Solid terms,http://www.w3.org/ns/solid/terms,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,50,https://lov.linkeddata.es/dataset/lov/vocabs/solid
SORON Ontology,sor,['People'],The Social Relationships ONtology (SORON) attempts to describe the different types of social relationships in society (both objective and subjective). Current version focuses on inter-personal 1:1 relationships (except family relationships). Other types of relationships may be covered in later versions. It complements FOAF and RELATIONSHIP ontologies.,http://purl.org/net/soron,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/sor
"SOSA (Sensor, Observation, Sample, and Actuator) Ontology",sosa,"['IoT', 'Environment']","This ontology is based on the SSN Ontology by the W3C Semantic Sensor Networks Incubator Group (SSN-XG), together with considerations from the W3C/OGC Spatial Data on the Web Working Group.",http://www.w3.org/ns/sosa/,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,60,https://lov.linkeddata.es/dataset/lov/vocabs/sosa
QUDT Source Ontology,sou,['Methods'],QUDT VOCAB Systems of Units Release 2.1.34,http://qudt.org/2.1/vocab/sou,,,https://creativecommons.org/licenses/by/4.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/sou
SPIN (SPARQL Inferencing Notation) Ontology,sp,['RDF'],An RDF Schema to syntactically represent SPARQL queries (including SPARQL UPDATE) as RDF triples.,http://spinrdf.org/sp,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,70,https://lov.linkeddata.es/dataset/lov/vocabs/sp
GeoVocab Spatial Ontology,spatial,['Geometry'],A vocabulary for describing topological relations between features,http://geovocab.org/spatial,,,https://creativecommons.org/licenses/by/3.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/spatial
SPCM Ontology,spcm,['PLM'],"La planificación y monitorización de la ejecución de proyectos software puede llevarse a cabo con diferentes herramientas, desde sistemas basados en gestión de tareas, hasta herramientas especializadas en diagramas de Gantt o incluso mediante simples hojas de cálculo. Este vocabulario contempla los elementos típicos a la hora de controlar los proyectos de desarrollo o mantenimiento de software.",http://spi-fm.uca.es/spdef/models/deployment/spcm/1.0,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/spcm
Smart Products Food Ontology,spfood,['Food'],Defines concepts and properties specific for the SmartProducts Philips use case (cooking domain).,http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl,,,Not Specified,65,https://lov.linkeddata.es/dataset/lov/vocabs/spfood
SPIN Ontology,spin,['RDF'],"An RDF Schema that can be used to attach constraints and rules to RDFS classes, and to encapsulate reusable SPARQL queries into functions and templates.",http://spinrdf.org/spin,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,75,https://lov.linkeddata.es/dataset/lov/vocabs/spin
BBC Sport Ontology,sport,['Events'],A simple ontology for representing competitive sports events.,http://www.bbc.co.uk/ontologies/sport,,,https://creativecommons.org/licenses/by/3.0/,60,https://lov.linkeddata.es/dataset/lov/vocabs/sport
SPITFIRE Project Ontology,spt,"['Methods', 'IoT']","TheSPITFIRE Ontology (spt) is based on the alignment among Dolce+DnS Ultralite(dul), the W3C Semantic Sensor Network ontology (ssn) and the Event Model-F ontology (event).",http://spitfire-project.eu/ontology/ns,,http://spitfire-project.eu/ontology.owl,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/spt
SPV Ontology,spvqa,"['Tag', 'Vocabularies', 'Quality']",The ontology is aimed at the support of research groups in the field of Business Modeling and Knowledge Engineering (BMaKE) in their collaborative work for qualitatively analyzing scholarly papers as well as sharing the results of that analyses and judgements.,https://bmake.th-brandenburg.de/spv,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/spvqa
AST SQL Ontology,sql,['API'],The SQL AST Vocabulary allows SQL code abstract syntax trees to be published in RDF.,http://ns.inria.fr/ast/sql#,,,Not Specified,50,https://lov.linkeddata.es/dataset/lov/vocabs/sql
SRI Ontology,sri,"['Quality', 'IoT']",A vocabulary specifying concepts and structures needed to represent different data cubes needed for the Smart Readiness Indicator.,https://w3id.org/sri,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/sri
Semantic Sensor Network Ontology (SSN),ssn,"['Methods', 'IoT']","This ontology describes sensors and observations, and related concepts.  It does not describe domain concepts, time, locations, etc. these are intended to be included from other ontologies via OWL imports.",http://www.w3.org/ns/ssn/,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,85,https://lov.linkeddata.es/dataset/lov/vocabs/ssn
Semantic Sensor Network Ontology (SSN),ssno,"['IoT', 'W3C Rec']","This ontology describes sensors, actuators and observations, and related concepts. It does not describe domain concepts, time, locations, etc. these are intended to be included from other ontologies via OWL imports.",http://www.w3.org/ns/ssn/,,,(Research use only),85,https://lov.linkeddata.es/dataset/lov/vocabs/ssno
Smart Space Service Ontology (SSSO),ssso,['Services'],An event-based RDF ontology for typical status in fulfillment of a service,http://purl.org/ontology/ssso,,http://gbv.github.io/ssso/ssso.ttl,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/ssso
Stop Times Ontology,st,"['Society', 'Travel']",This ontology provides the predicates necessary to describe an arrival of a transit vehicle and its departure at a certain Stop.,http://semweb.mmlab.be/ns/stoptimes#Ontology,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/st
STAC Ontology,stac,['Security'],"A vocabulary to describe main security and cryptographic concepts: attacks, security mechanisms, OSI model, security protocols, security tools in numerous technologies: Web applications, network management, Sensor networks, Cellular (2G, 3G, 4G) and Wireless (Wifi), etc.",http://securitytoolbox.appspot.com/stac,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/stac
STAX Ontology,stax,"['API', 'RDF']",RDF-STaX is an OWL 2 DL ontology that enables describing the types of RDF streams and defines relations between them.,https://w3id.org/stax/ontology,,,https://creativecommons.org/licenses/by/4.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/stax
STEP Ontology,step,"['Geography', 'Time']",A lightweight ontology for representing semantic trajectories and contextual elements in terms of features of interests and episodes.,http://purl.org/net/step,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/step
I4.0 STO Ontology,sto,['Industry'],"A vocabulary to describe the relation between standards in use on the Industry 4.0, and related concepts",https://w3id.org/i40/sto#,,,https://creativecommons.org/licenses/by/4.0/,65,https://lov.linkeddata.es/dataset/lov/vocabs/sto
Stories Ontology,stories,['Events'],"The Stories ontology was developed in collaboration with the BBC, with an aim to creating an ontology for narrative representation that could be applied across a diverse set of cases. These included accounts of events in Northern Ireland, the storylines of Doctor Who episodes, and key events of the Battle of Britain.",http://purl.org/ontology/stories/,,http://www.contextus.net/stories.owl,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/stories
SUMMA Vocabulary,summa,['API'],The SUMMA Vocabulary enables to request and represent summarized RDf resources. It should be used in context to the SUMMA API definition.,http://purl.org/voc/summa/,,http://people.aifb.kit.edu/ath/summa/,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/summa
Survey Ontology,sur,['Methods'],Ontology for surveys based on the Coney data model.,https://www.w3id.org/survey-ontology,,,https://creativecommons.org/licenses/by/4.0/,50,https://lov.linkeddata.es/dataset/lov/vocabs/sur
SQUAP Ontology,sw-quality,"['Quality', 'Industry']","Quality, architecture, and process are considered the keystones of software engineering. ISO defines them in three separate standards. However, their interaction has been poorly studied, so far. The SQuAP model (Software Quality, Architecture, Process) describes twenty-eight main factors that impact on software quality in banking systems, and each factor is described as a relation among some characteristics from the three ISO standards. Hence, SQuAP makes such relations emerge rigorously, although informally. SQaAP-Ont is an OWL ontology that formalises those relations in order to represent and reason via Linked Data about software engineering in a three-dimensional model consisting of quality, architecture, and process characteristics.",https://w3id.org/squap/,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/sw-quality
Semantic Web Conference (SWC) Ontology,swc,"['Society', 'Academy']",The Semantic Web Conference ontology (SWC) is an ontology for describing academic conferences,http://data.semanticweb.org/ns/swc/ontology,,,https://creativecommons.org/licenses/by/3.0/,60,https://lov.linkeddata.es/dataset/lov/vocabs/swc
SEMSYS SWEMLS Ontology,swemls,"['Methods', 'Metadata']",An ontology to describe a Semantic-Web Machine Learning System (SWeMLS),https://w3id.org/semsys/ns/swemls,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/swemls
TRIX SWP-1 Ontology,swp,['RDF'],This vocabulary allows to attach an authority to a named graph,http://www.w3.org/2004/03/trix/swp-1,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,35,https://lov.linkeddata.es/dataset/lov/vocabs/swp
SWPM Ontology,swpm,['PLM'],"During the modeling of software processes, work products are traditionally treated as atomic units, with names but no structure, and they are generated or changed during the course of the projects. In fact, the language SPEM does not offer mechanisms to detail the structure of work products, allowing only identify whether it is an artifact, a deliverable or an outcome of the project. The typical work products in the software processes are often documents or source code and they are managed from specialized or generic tools. For example, software modeling tools such as Rational Rose, or version control systems such as Git are examples of specialized tools that provide support to the management of certain types of work products. However, other generic tools such as content management systems, document management systems and collaborative editing systems or wikis can also be used to manage evidences of the processes. The design of models for certain types of work products has been an approach used in model-driven web methodologies. However, it is common the need for adapting and customizing well-known methodologies for their application in concrete situations and in specific organizations, a.k.a. process tailoring. Therefore, a vocabulary to define flexible work products in terms of structure and type of its artifacts is proposed here.",http://spi-fm.uca.es/spdef/models/deployment/swpm/1.0,,,Not Specified,55,https://lov.linkeddata.es/dataset/lov/vocabs/swpm
SWPortal Ontology,swpo,['Society'],The aim of the Semantic Web Portal Ontology is to serve as the conceptual backbone for community portals driven by Semantic Web technologies.,http://sw-portal.deri.org/ontologies/swportal,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/swpo
Semantic Web for Research Communities Ontology (SWRC),swrc,['Academy'],"An ontology for modeling entities of research communities such as persons, organisations, publications (bibliographic metadata) and their relationship",http://swrc.ontoware.org/ontology-07,,http://ontoware.org/swrc/swrc/SWRCOWL/swrc_updated_v0.7.1.owl,Not Specified,70,https://lov.linkeddata.es/dataset/lov/vocabs/swrc
Semantic Web Rule Language (SWRL),swrl,['Vocabularies'],OWL definition of the RDF Concrete Syntax for the Semantic Web Rule Language,http://www.w3.org/2003/11/swrl,,http://www.w3.org/Submission/2004/SUBM-SWRL-20040521/swrl.rdf,https://www.w3.org/Consortium/Legal/2015/copyright-software,40,https://lov.linkeddata.es/dataset/lov/vocabs/swrl
OntoLex Lemon SynSem Ontology,synsem,"['Tag', 'Support']",A model for the representation of lexical information relative to ontologies. Syntax and semantics module.,http://www.w3.org/ns/lemon/synsem,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,50,https://lov.linkeddata.es/dataset/lov/vocabs/synsem
Triple Access Control Ontology,tac,['API'],The TripleAccessControl Ontology is an extension to WebAccessControl Ontology to describe access control rules for RDF triples.,http://ns.bergnet.org/tac/0.1/triple-access-control,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/tac
Redwood Tags Ontology,tag,['Tag'],An ontology that let users define relationships between Tag objects and URIs of Semantic Web resources,http://www.holygoat.co.uk/owl/redwood/0.1/tags/,,,Not Specified,25,https://lov.linkeddata.es/dataset/lov/vocabs/tag
TAO Ontology,tao,['Quality'],TAO is a light-weight vocabulary to describe asserted user’s subjective trust values.,http://vocab.deri.ie/tao,,,https://creativecommons.org/licenses/by/3.0/,45,https://lov.linkeddata.es/dataset/lov/vocabs/tao
EU Taxonomy Ontology,tax,['Biology'],EUdaphobase Taxonomy Ontology for the European Soil-Biology Data Warehouse for Soil Protection,https://w3id.org/EUTaxO,,,https://creativecommons.org/licenses/by/4.0/,85,https://lov.linkeddata.es/dataset/lov/vocabs/tax
Biodiversity Taxon Ontology,taxon,['Biology'],This is the initial vocabulary for mapping the various taxon classes on the Linked Open Data Cloud,http://purl.org/biodiversity/taxon/,,,Not Specified,60,https://lov.linkeddata.es/dataset/lov/vocabs/taxon
TaxRef Linked Data Ontology,taxref-ld,"['Environment', 'Biology']",Representation of the TAXREF taxonomic register as linked data. This resource is at the same time an ontology of classes depicting the taxa and a thesaurus (SKOS concept scheme) of the scientific names attached to the taxa.,http://taxref.mnhn.fr/lod/taxref-ld,,,https://creativecommons.org/licenses/by/4.0/,150,https://lov.linkeddata.es/dataset/lov/vocabs/taxref-ld
TimeBank Ontology,tb,"['Services', 'eBusiness']","An ontology to describe people and requests for timebanks. This includes the poeple's skills, limitations, and environment.",https://w3id.org/timebank,,,https://creativecommons.org/licenses/by/4.0/,55,https://lov.linkeddata.es/dataset/lov/vocabs/tb
Web of Things Thing Description Ontology,td,"['IoT', 'Services']",This ontology aims to model the Web of Things domain according to the W3C Interest Group (http://w3c.github.io/wot/),https://www.w3.org/2019/wot/td,,https://w3c.github.io/wot-thing-description/ontology/td.ttl,https://www.w3.org/Consortium/Legal/2015/copyright-software,70,https://lov.linkeddata.es/dataset/lov/vocabs/td
TODO DFA Ontology,tddfa,"['Services', 'Industry']",Module for Action (and Frame) modelling inside domain.,https://w3id.org/todo/tododfa,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/tddfa
TODO DIAL Ontology,tddial,"['Services', 'Industry']",Module for dialogue process and system output management.,https://w3id.org/todo/tododial,,,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/tddial
TODO DMDM Ontology,tddm,"['Services', 'Industry']",Module for dialogue process and system output management.,https://w3id.org/todo/tododm,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/tddm
TODO DOM Ontology,tddom,"['Services', 'Industry']",Module for domain modelling.,https://w3id.org/todo/tododom,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/tddom
TODO DTD Ontology,tddt,"['Services', 'Industry']",Module for dialogue tracing.,https://w3id.org/todo/tododt,,,Not Specified,35,https://lov.linkeddata.es/dataset/lov/vocabs/tddt
TODO DWD Ontology,tddw,"['Services', 'Industry']",Module for scenario modelling (world elements) of domain.,https://w3id.org/todo/tododw,,,Not Specified,50,https://lov.linkeddata.es/dataset/lov/vocabs/tddw
W3C Time Entry Ontology,te,['Time'],An entry sub-ontology of time (OWL-Time).,http://www.w3.org/2006/time-entry,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,40,https://lov.linkeddata.es/dataset/lov/vocabs/te
LinkedScience Teaching Ontology,teach,['Academy'],"TEACH, the Teaching Core Vocabulary, is a lightweight vocabulary providing terms to enable teachers to relate things in their courses together. The Teaching Core Vocabulary is based on practical requirements set by providing seminar and course descriptions as Linked Data.",http://linkedscience.org/teach/ns#,,http://www.w3.org/2012/pyRdfa/extract?uri=http%3A%2F%2Flinkedscience.org%2Fteach%2Fns&format=turtle,Not Specified,30,https://lov.linkeddata.es/dataset/lov/vocabs/teach
Tempo Ontology,tempo,['Time'],"In a typical (uni)temporal data model every resource's appearance (and disappearance) is being tracked.
Numerous systems accomplish unitemporal tracking, either externally by e.g. using git to record the insertion or deletion of a resource, or internally by e.g. using prov:generatedAtTime and prov:invalidatedAtTime.
This axis of time is known as *system time*, and none of TempO's concern because for one there is readily available support, and moreover because unitemporal tracking is used for principally true statements, i.e. those that have always been (considered) true or will always be (considered) true.

TempO addresses bitemporal and tritemporal setups: Resources which are (known or believed to be) valid and efficacious for some time.
A second time axis orthogonal to system time is introduced, that is a resource can be valid even though it is currently not in the system, or, conversely, can be already or still invalid by the time it enters the system.

Efficacy, sometimes called decision time, is yet another concept orthogonal to validity, i.e. a resource that is no longer or not yet valid can be efficacious.
The converse, a valid but inefficacious resource in the system, is *usually* not encountered but TempO does not impose restrictions on the shape of the time area.

In general the necessity for tracking both validity and efficacy arises in areas where concepts are assigned a code or label that is subject to reuse following invalidation.
Tracking efficacy and validity concurrently then allows for fine-grained control over how much future knowledge or how much past knowledge we tolerate in a datset.

Example:
--------
Czechoslovakia was founded in 1918 but became part of Germany, Hungary and Poland in 1938.
It was reestablished in 1945 but split into two sovereign states in 1993.
The ISO 3166 country code for Czechoslovakia used to be 'CS', assigned in 1974, published in February 1978, and invalidated with the country's split.
In 2003 ISO 3166 reassigned the country code 'CS' to Serbia and Montenegro.
The facts were assembled in 2018 and written down as follows:

    cc:CSHH
        a cc:ISO3166-CountryCode ;
        rdfs:label ""CS"" ;
        cc:refersTo ""Czechoslovakia"" ;
        prov:generatedAtTime ""2018-02-29T04:00:00Z""^^xsd:dateTime .
        tempo:validFrom ""1978-02""^^xsd:gYearMonth ;
        tempo:validTill ""1993-01-01""^^xsd:date ;
        tempo:efficaciousFrom ""1918""^^xsd:gYear , ""1945""^^xsd:gYear ;
        tempo:efficaciousTill ""1938""^^xsd:gYear , ""2003""^^xsd:gYear .

The use of the country code 'CS' in a statement from 1988 can be resolved to cc:CSHH, as of today, free from ambiguity; it was valid back then after all and we know that today.
The same query in 2017 (point-in-time query) would have yielded no results because the information hadn't been in the system back then.
Point-in-time queries, however, are not TempO's major concern so only as-of-today queries are assumed from now on.

Following the country's split it is highly likely that news reports from, say, 1994 highlighting the then-recent past would still have used 'CS' to refer to cc:CSHH.
According to the resource this is possible, a query for 'CS' in 1994 would bring up cc:CSHH as it is efficacious but marked as invalidated.

On the other end of history, the use of the code 'CS' in, say, 1976 is plausible.  The code was decided on but not yet formally published.
A query for 'CS' as used in 1976 would bring up cc:CSHH, marked as anachronistic.
Going back further, a statement from, say 1942, using the code 'CS' must clearly refer to something else.
A query for 'CS' as used in 1976 would yield not yield any results.

--

The ontology IRI http://purl.org/tempo/ always resolve to the latest version of TempO.  Particular versionIRIs such as http://purl.org/tempo/0.1/ can be used by clients to force the import of a particular version.

The goal of TempO is to allow for temporal constraints with control over how much future or past is permissible directly on the published resource, and as such, TempO does not restrict domain/ranges.",http://purl.org/tempo,,,Not Specified,45,https://lov.linkeddata.es/dataset/lov/vocabs/tempo
Test Description Ontology,test,['Quality'],This ontology aims at defining the Quality Assurance Framework by collecting the test development  experience of W3C Working Groups and summarizing the work done about tests and metadata.,http://www.w3.org/2006/03/test-description,,,https://www.w3.org/Consortium/Legal/2015/copyright-software,35,https://lov.linkeddata.es/dataset/lov/vocabs/test
Transformation Ontology,tfo,['Methods'],"This document describes functions which transform HTTP representations, i.e., the actual literal payloads of HTTP messages.",https://privatealpha.com/ontology/transformation/1#,,,Not Specified,55,https://lov.linkeddata.es/dataset/lov/vocabs/tfo
Theatre Ontology,theatre,['Events'],An ontology for organising theatrical data.,http://purl.org/theatre#,,,Not Specified,40,https://lov.linkeddata.es/dataset/lov/vocabs/theatre
GeoSciML Timescale Thors Ontology,thors,['Time'],An OWL representation of the model for Temporal Ordinal Reference Systems defined in GeoSciML v3.,http://resource.geosciml.org/ontology/timescale/thors,,,Not Specified,60,https://lov.linkeddata.es/dataset/lov/vocabs/thors
